Time (sec), Heater 1 (%), Heater 2 (%), Temperature 1 (degC), Temperature 2 (degC), Set Point 1 (degC), Set Point 2 (degC)
1.129001309871673584e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.954999999999999716e+01,3.721000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.138903536796569824e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.977000000000000313e+01,3.675000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.148805675506591797e+02,1.000000000000000000e+02,1.000000000000000000e+02,4.974000000000000199e+01,3.753000000000000114e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.158707902431488037e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.057999999999999829e+01,3.732999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.168610208034515381e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.006000000000000227e+01,3.810999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.178512454032897949e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.077000000000000313e+01,3.729999999999999716e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.188414680957794189e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.086999999999999744e+01,3.768999999999999773e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.198317027091979980e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.100000000000000000e+01,3.778999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.208224616050720215e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.074000000000000199e+01,3.903999999999999915e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.218132472038269043e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.125999999999999801e+01,3.910999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.228034605979919434e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.167000000000000171e+01,3.875000000000000000e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.237942168712615967e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.145000000000000284e+01,3.849000000000000199e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.247844302654266357e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.138000000000000256e+01,3.871999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
